TaskID,TaskName,Description,StartDate,EndDate,Status
9456,Plan Docking Schedules,Plan ship docking schedules.,2022-03-09,2024-03-27,Empty
9457,Monitor Cargo Inventory,Monitor cargo inventory.,2021-11-07,2021-12-17,In Progress
9458,Prepare Performance Reports,Prepare port performance reports.,2022-05-27,2024-07-07,In Progress
9459,Unload Cargo,Unload cargo from ships.,2020-03-06,2023-12-30,Complete
9460,Monitor Loading Progress,Monitor vessel loading progress.,2023-02-25,2024-02-12,In Progress
9461,Monitor Container Movement,Monitor container movements.,2024-11-26,2024-12-22,In Progress
9462,Load Cargo,Load cargo onto ships.,2020-09-17,2023-10-14,Empty
9463,Monitor Loading Progress,Monitor vessel loading progress.,2021-06-17,2023-10-28,In Progress
9464,Monitor Cargo Inventory,Monitor cargo inventory.,2024-04-17,2024-09-27,Empty
9465,Oversee Cargo Inspections,Oversee cargo inspections.,2024-10-07,2024-10-13,Complete
9466,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2022-09-13,2024-09-29,Complete
9467,Check Vessel Schedules,Check vessel arrival schedules.,2022-09-17,2023-09-30,Empty
9468,Ensure Safe Unloading,Ensure safe unloading operations.,2022-05-20,2022-11-01,In Progress
9469,Unload Cargo,Unload cargo from ships.,2023-07-30,2024-07-14,Empty
9470,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2021-09-04,2021-12-19,Empty
9471,Manage Resources,Ensure efficient use of port resources.,2020-10-21,2021-09-12,Empty
9472,Handle Security,Handle port security procedures.,2023-12-26,2024-12-20,Empty
9473,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2021-07-30,2023-11-09,Empty
9474,Handle Billing,Handle port billing and invoicing.,2023-05-05,2024-03-04,Complete
9475,Check Vessel Schedules,Check vessel arrival schedules.,2021-07-01,2022-12-22,In Progress
9476,Coordinate Safety Drills,Coordinate port safety drills.,2020-05-11,2024-04-29,Complete
9477,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2024-02-12,2024-04-16,In Progress
9478,Monitor Container Movement,Monitor container movements.,2021-01-25,2021-07-18,Empty
9479,Ensure Safe Unloading,Ensure safe unloading operations.,2020-08-09,2021-04-22,Empty
9480,Manage Berth Allocation,Manage berth allocation.,2024-08-16,2024-11-01,Empty
9481,Supervise Dock Workers,Supervise dock workers.,2022-04-16,2024-07-16,Empty
9482,Supervise Loading Process,Supervise the loading and unloading process.,2021-12-28,2023-07-31,Empty
9483,Load Cargo,Load cargo onto ships.,2022-07-30,2024-08-07,Empty
9484,Manage Berth Allocation,Manage berth allocation.,2024-05-28,2024-12-19,Empty
9485,Coordinate with Customs,Coordinate with customs officers.,2022-06-11,2023-01-19,Complete
9486,Supervise Dock Workers,Supervise dock workers.,2023-01-07,2024-08-07,In Progress
9487,Ensure Compliance,Ensure compliance with port regulations.,2024-08-01,2024-11-08,In Progress
9488,Oversee Cargo Inspections,Oversee cargo inspections.,2021-08-27,2022-09-16,In Progress
9489,Document Shipments,Ensure proper documentation for shipments.,2021-04-28,2023-03-14,Empty
9490,Coordinate with Customs,Coordinate with customs officers.,2024-08-14,2024-11-14,Complete
9491,Assist with Cargo Consolidation,Assist with cargo consolidation.,2021-05-23,2024-05-08,Complete
9492,Ensure Safe Unloading,Ensure safe unloading operations.,2023-09-12,2024-05-25,Empty
9493,Operate Cranes,Operate cranes and other port equipment.,2022-05-17,2023-11-26,In Progress
9494,Assist with Cargo Consolidation,Assist with cargo consolidation.,2020-04-25,2020-05-07,Empty
9495,Load Cargo,Load cargo onto ships.,2021-11-25,2022-05-22,Complete
9496,Ensure Compliance,Ensure compliance with port regulations.,2022-06-28,2024-10-14,Empty
9497,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2023-12-21,2024-01-01,Empty
9498,Handle Hazardous Materials,Ensure safe handling of hazardous materials.,2020-11-08,2023-06-27,Complete
9499,Handle Billing,Handle port billing and invoicing.,2024-08-26,2024-09-26,Complete
9500,Manage Resources,Ensure efficient use of port resources.,2022-05-12,2024-01-21,In Progress
9501,Ensure Compliance,Ensure compliance with port regulations.,2024-05-11,2024-10-24,Empty
9502,Handle Customs Clearance,Handle port customs clearance.,2021-04-29,2024-05-04,Complete
9503,Coordinate Shipping,Coordinate with shipping companies.,2021-11-06,2024-10-26,Empty
9504,Prepare Performance Reports,Prepare port performance reports.,2021-06-12,2021-07-30,In Progress
9505,Inspect Containers,Inspect containers for damage.,2023-10-25,2024-04-05,Complete
9506,Manage Ship Departure,Manage ship departure logistics.,2024-07-16,2024-10-20,Complete
9507,Monitor Container Movement,Monitor container movements.,2024-04-03,2024-11-11,Complete
9508,Monitor Container Movement,Monitor container movements.,2020-03-16,2021-06-24,In Progress
9509,Manage Ship Departure,Manage ship departure logistics.,2020-11-05,2021-01-10,Complete
9510,Monitor Cargo Inventory,Monitor cargo inventory.,2021-03-07,2023-10-21,Empty
9511,Handle Billing,Handle port billing and invoicing.,2022-06-19,2023-06-20,In Progress
9512,Monitor Cargo Inventory,Monitor cargo inventory.,2020-02-13,2020-04-03,Complete
9513,Inspect Containers,Inspect containers for damage.,2020-04-19,2023-10-12,Empty
9514,Coordinate with Customs,Coordinate with customs officers.,2021-03-19,2021-12-09,Complete
9515,Supervise Dock Workers,Supervise dock workers.,2021-02-23,2023-07-02,In Progress
9516,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2020-01-21,2021-01-16,Complete
9517,Manage Resources,Ensure efficient use of port resources.,2023-03-18,2024-03-10,Empty
9518,Assist with Cargo Consolidation,Assist with cargo consolidation.,2022-08-27,2024-07-23,Complete
9519,Ensure Proper Stowage,Ensure proper stowage of containers.,2023-11-02,2024-06-10,Empty
9520,Manage Ship Departure,Manage ship departure logistics.,2020-07-02,2022-05-31,In Progress
9521,Ensure Compliance,Ensure compliance with port regulations.,2022-06-22,2023-10-25,Complete
9522,Supervise Dock Workers,Supervise dock workers.,2023-08-25,2024-10-28,In Progress
9523,Load Cargo,Load cargo onto ships.,2022-10-30,2024-07-20,Empty
9524,Handle Customs Clearance,Handle port customs clearance.,2023-09-14,2024-04-16,Empty
9525,Inspect Containers,Inspect containers for damage.,2020-11-16,2023-10-15,In Progress
9526,Monitor Cargo Inventory,Monitor cargo inventory.,2020-08-29,2024-02-22,In Progress
9527,Inspect Incoming Shipments,Inspect incoming shipments for compliance.,2022-10-01,2022-12-03,Complete
9528,Track Shipping Docs,Track shipping documents.,2023-05-11,2023-05-15,Complete
9529,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2020-01-21,2020-02-25,Complete
9530,Handle Billing,Handle port billing and invoicing.,2024-02-12,2024-03-09,Empty
9531,Track Container Locations,Track container locations on-site.,2023-03-14,2023-11-02,Complete
9532,Check Vessel Schedules,Check vessel arrival schedules.,2022-05-31,2022-09-07,Complete
9533,Plan Docking Schedules,Plan ship docking schedules.,2023-07-01,2023-08-02,In Progress
9534,Handle Billing,Handle port billing and invoicing.,2022-10-07,2023-05-25,Complete
9535,Track Container Locations,Track container locations on-site.,2022-03-07,2023-11-13,In Progress
9536,Load Cargo,Load cargo onto ships.,2021-04-27,2022-07-31,Complete
9537,Handle Billing,Handle port billing and invoicing.,2024-11-10,2024-12-13,Complete
9538,Plan Docking Schedules,Plan ship docking schedules.,2020-01-05,2024-01-12,Empty
9539,Assist with Cargo Consolidation,Assist with cargo consolidation.,2021-07-15,2022-01-01,In Progress
9540,Plan Docking Schedules,Plan ship docking schedules.,2023-03-01,2024-12-24,Complete
9541,Ensure Proper Stowage,Ensure proper stowage of containers.,2023-02-07,2023-04-07,Empty
9542,Ensure Proper Stowage,Ensure proper stowage of containers.,2022-06-21,2024-01-04,Complete
9543,Plan Docking Schedules,Plan ship docking schedules.,2021-12-19,2024-11-05,Complete
9544,Oversee Cargo Inspections,Oversee cargo inspections.,2022-09-21,2023-05-12,Empty
9545,Document Shipments,Ensure proper documentation for shipments.,2020-09-27,2021-01-18,Complete
9546,Document Shipments,Ensure proper documentation for shipments.,2022-12-28,2024-02-25,Complete
9547,Manage Resources,Ensure efficient use of port resources.,2024-02-03,2024-08-26,Empty
9548,Operate Cranes,Operate cranes and other port equipment.,2022-02-28,2023-02-23,In Progress
9549,Track Container Locations,Track container locations on-site.,2024-06-01,2024-07-10,In Progress
9550,Document Shipments,Ensure proper documentation for shipments.,2023-03-02,2024-06-26,In Progress
9551,Ensure Compliance,Ensure compliance with port regulations.,2023-04-14,2024-02-24,In Progress
9552,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2020-04-18,2022-06-14,In Progress
9553,Check Vessel Schedules,Check vessel arrival schedules.,2024-11-14,2024-11-26,Empty
9554,Prepare Performance Reports,Prepare port performance reports.,2021-12-13,2024-01-26,In Progress
9555,Document Shipments,Ensure proper documentation for shipments.,2020-04-04,2022-03-12,Empty
9556,Handle Security,Handle port security procedures.,2020-02-13,2022-12-03,Empty
9557,Plan Docking Schedules,Plan ship docking schedules.,2022-04-12,2024-12-29,Empty
9558,Handle Security,Handle port security procedures.,2022-06-24,2023-07-05,Empty
9559,Oversee Cargo Inspections,Oversee cargo inspections.,2022-07-17,2024-07-05,Complete
9560,Prepare Performance Reports,Prepare port performance reports.,2022-04-10,2022-06-20,In Progress
9561,Ensure Safe Unloading,Ensure safe unloading operations.,2022-03-22,2023-05-08,Empty
9562,Handle Security,Handle port security procedures.,2021-04-28,2023-05-02,In Progress
9563,Document Shipments,Ensure proper documentation for shipments.,2024-04-15,2024-05-11,Empty
9564,Supervise Dock Workers,Supervise dock workers.,2020-11-12,2023-01-24,Empty
9565,Track Shipping Docs,Track shipping documents.,2023-11-12,2023-12-28,Complete
9566,Check Vessel Schedules,Check vessel arrival schedules.,2021-12-06,2023-02-26,Empty
9567,Manage Resources,Ensure efficient use of port resources.,2022-08-08,2023-05-05,Empty
9568,Manage Berth Allocation,Manage berth allocation.,2024-01-06,2024-01-22,Complete
9569,Supervise Dock Workers,Supervise dock workers.,2023-01-26,2023-11-18,In Progress
9570,Supervise Turnaround Times,Supervise vessel turnaround times.,2021-08-31,2022-12-15,In Progress
9571,Supervise Container Storage,Supervise container storage.,2022-12-05,2023-12-07,Complete
9572,Monitor Loading Progress,Monitor vessel loading progress.,2024-05-16,2024-11-02,In Progress
9573,Ensure Safe Unloading,Ensure safe unloading operations.,2022-09-23,2022-11-22,Complete
9574,Operate Cranes,Operate cranes and other port equipment.,2022-09-29,2023-07-11,In Progress
9575,Plan Docking Schedules,Plan ship docking schedules.,2024-04-24,2024-10-27,In Progress
9576,Coordinate Shipping,Coordinate with shipping companies.,2020-06-11,2021-02-20,Complete
9577,Inspect Containers,Inspect containers for damage.,2020-11-22,2021-04-06,Complete
9578,Operate Cranes,Operate cranes and other port equipment.,2022-04-27,2023-02-14,In Progress
9579,Coordinate Shipping,Coordinate with shipping companies.,2023-06-22,2023-12-13,Complete
9580,Track Container Locations,Track container locations on-site.,2024-06-23,2024-12-17,Empty
9581,Monitor Container Movement,Monitor container movements.,2020-11-24,2023-03-14,In Progress
9582,Coordinate Shipping,Coordinate with shipping companies.,2020-10-01,2022-03-29,Complete
9583,Operate Cranes,Operate cranes and other port equipment.,2020-01-14,2021-11-27,In Progress
9584,Check Vessel Schedules,Check vessel arrival schedules.,2021-09-23,2024-03-12,Complete
9585,Monitor Container Movement,Monitor container movements.,2023-05-04,2023-11-23,Complete
9586,Coordinate Trucking Deliveries,Coordinate with trucking companies for deliveries.,2021-04-19,2021-07-03,In Progress
9587,Handle Billing,Handle port billing and invoicing.,2021-05-28,2022-01-13,Complete
9588,Supervise Container Storage,Supervise container storage.,2024-07-22,2024-08-07,Complete
9589,Ensure Proper Stowage,Ensure proper stowage of containers.,2022-12-19,2024-11-22,In Progress
9590,Track Shipping Docs,Track shipping documents.,2020-09-05,2021-01-05,Empty
9591,Inspect Containers,Inspect containers for damage.,2022-05-18,2023-07-29,Empty
9592,Track Container Locations,Track container locations on-site.,2020-03-08,2023-11-13,In Progress
9593,Manage Berth Allocation,Manage berth allocation.,2020-11-24,2022-06-18,Empty
9594,Supervise Dock Workers,Supervise dock workers.,2022-12-09,2023-02-12,Complete
9595,Manage Resources,Ensure efficient use of port resources.,2020-07-31,2024-05-17,Empty
9596,Coordinate Shipping,Coordinate with shipping companies.,2020-07-08,2021-03-30,In Progress
9597,Handle Customs Clearance,Handle port customs clearance.,2024-08-06,2024-09-09,In Progress
9598,Supervise Turnaround Times,Supervise vessel turnaround times.,2022-12-19,2024-01-22,Complete
9599,Ensure Compliance,Ensure compliance with port regulations.,2021-07-05,2024-02-26,In Progress
9600,Handle Customs Clearance,Handle port customs clearance.,2020-06-01,2022-10-18,Empty
9601,Document Shipments,Ensure proper documentation for shipments.,2024-12-07,2024-12-15,Complete
9602,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2024-03-25,2024-04-23,In Progress
9603,Supervise Cargo Sorting,Supervise cargo sorting and storage.,2021-01-30,2021-06-05,Complete
9604,Supervise Dock Workers,Supervise dock workers.,2020-02-01,2024-01-18,Complete
9605,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2021-06-04,2023-12-08,Complete
9606,Ensure Environmental Compliance,Ensure environmental compliance at the port.,2024-06-29,2024-09-24,In Progress
9607,Track Shipping Docs,Track shipping documents.,2020-09-18,2022-07-13,Empty
9608,Document Shipments,Ensure proper documentation for shipments.,2020-04-27,2024-11-15,Empty
9609,Check Vessel Schedules,Check vessel arrival schedules.,2024-06-10,2024-10-29,Complete
9610,Inspect Containers,Inspect containers for damage.,2023-10-18,2024-05-11,Complete
9611,Handle Customs Clearance,Handle port customs clearance.,2023-04-01,2024-08-24,In Progress
9612,Track Container Locations,Track container locations on-site.,2023-05-18,2024-02-03,Complete
9613,Prepare Performance Reports,Prepare port performance reports.,2024-07-04,2024-08-08,In Progress
9614,Handle Billing,Handle port billing and invoicing.,2022-12-18,2023-04-25,Empty
9615,Ensure Proper Stowage,Ensure proper stowage of containers.,2021-06-17,2023-09-06,Empty
9616,Inspect Containers,Inspect containers for damage.,2021-01-14,2022-07-26,Empty
9617,Unload Cargo,Unload cargo from ships.,2023-12-08,2024-09-11,Complete
9618,Manage Ship Departure,Manage ship departure logistics.,2020-03-24,2022-08-11,Empty
9619,Coordinate Safety Drills,Coordinate port safety drills.,2021-06-22,2021-10-29,Empty
9620,Track Shipping Docs,Track shipping documents.,2023-10-22,2024-02-06,Complete
9621,Inspect Containers,Inspect containers for damage.,2022-08-19,2023-06-06,In Progress
9622,Monitor Loading Progress,Monitor vessel loading progress.,2021-11-15,2022-04-06,In Progress
9623,Oversee Cargo Inspections,Oversee cargo inspections.,2021-06-17,2022-02-26,In Progress
9624,Handle Security,Handle port security procedures.,2021-10-06,2022-05-17,Empty
9625,Monitor Loading Progress,Monitor vessel loading progress.,2020-06-20,2021-01-08,In Progress
9626,Handle Customs Clearance,Handle port customs clearance.,2023-07-14,2024-08-30,Complete
9627,Document Shipments,Ensure proper documentation for shipments.,2023-06-15,2024-01-23,Complete
9628,Check Vessel Schedules,Check vessel arrival schedules.,2023-08-29,2024-01-19,In Progress
9629,Inspect Containers,Inspect containers for damage.,2020-03-05,2022-12-14,Complete
9630,Handle Customs Clearance,Handle port customs clearance.,2024-10-15,2024-10-22,In Progress
